      3.35000000      0.01426959
      3.45000000      0.08647755
      3.55000000      0.25608005
      3.65000000      0.51615839
      3.75000000      0.82661024
      3.85000000      1.15929539
      3.95000000      1.52075124
      4.05000000      1.93216004
      4.15000000      2.39231493
      4.25000000      2.86965531
      4.35000000      3.31744215
      4.45000000      3.70812141
      4.55000000      4.03813169
      4.65000000      4.30565615
      4.75000000      4.53373781
      4.85000000      4.70430176
      4.95000000      4.79216663
      5.05000000      4.73605322
      5.15000000      4.53979031
      5.25000000      4.21518743
      5.35000000      3.80807140
      5.45000000      3.36540480
      5.55000000      2.92828494
      5.65000000      2.52366661
      5.75000000      2.15882913
      5.85000000      1.84385896
      5.95000000      1.57500709
      6.05000000      1.34980129
      6.15000000      1.16534531
      6.25000000      1.00936047
      6.35000000      0.88196631
      6.45000000      0.78097567
      6.55000000      0.70219901
      6.65000000      0.63926056
      6.75000000      0.59086917
      6.85000000      0.55962846
      6.95000000      0.53961468
      7.05000000      0.53299651
      7.15000000      0.53810881
      7.25000000      0.55574055
      7.35000000      0.58350613
      7.45000000      0.62120719
      7.55000000      0.66773458
      7.65000000      0.72144786
      7.75000000      0.78113756
      7.85000000      0.84516597
      7.95000000      0.91268985
      8.05000000      0.98143752
      8.15000000      1.04803039
      8.25000000      1.11145417
      8.35000000      1.17163124
      8.45000000      1.22634626
      8.55000000      1.27252853
      8.65000000      1.31218884
      8.75000000      1.34277524
      8.85000000      1.36165536
      8.95000000      1.36919994
      9.05000000      1.36834262
      9.15000000      1.36116252
      9.25000000      1.34847164
      9.35000000      1.32707257
      9.45000000      1.29685976
      9.55000000      1.26202223
      9.65000000      1.22583670
      9.75000000      1.18715255
      9.85000000      1.14874062
      9.95000000      1.10878425
     10.05000000      1.06722102
     10.15000000      1.02364044
     10.25000000      0.98078323
     10.35000000      0.93814116
     10.45000000      0.89546834
     10.55000000      0.85282496
     10.65000000      0.81298432
     10.75000000      0.77577439
     10.85000000      0.74295253
     10.95000000      0.71381621
     11.05000000      0.69065865
     11.15000000      0.67123875
     11.25000000      0.65780481
     11.35000000      0.64799921
     11.45000000      0.64381953
     11.55000000      0.64689596
     11.65000000      0.65773726
     11.75000000      0.67467613
     11.85000000      0.69921911
     11.95000000      0.73288354
     12.05000000      0.77678661
     12.15000000      0.82740810
     12.25000000      0.88075792
     12.35000000      0.93294642
     12.45000000      0.98019170
     12.55000000      1.01726602
     12.65000000      1.04350702
     12.75000000      1.06445739
     12.85000000      1.08455594
     12.95000000      1.10480255
     13.05000000      1.12709565
     13.15000000      1.15125541
     13.25000000      1.17974997
     13.35000000      1.21080170
     13.45000000      1.24325893
     13.55000000      1.27070280
     13.65000000      1.29933989
     13.75000000      1.34791291
     13.85000000      1.44982711
     13.95000000      1.56548978
     14.05000000      1.58639582
     14.15000000      1.46360638
     14.25000000      1.29647320
     14.35000000      1.19663808
     14.45000000      1.17014030
     14.55000000      1.16901640
     14.65000000      1.16941647
     14.75000000      1.16679781
     14.85000000      1.15755198
     14.95000000      1.14270206
     15.05000000      1.12686974
     15.15000000      1.11021815
     15.25000000      1.09611905
     15.35000000      1.08539363
     15.45000000      1.08063586
     15.55000000      1.07443820
     15.65000000      1.04594295
     15.75000000      0.99468539
     15.85000000      0.94333653
     15.95000000      0.91072192
     16.05000000      0.88465788
     16.15000000      0.85969164
     16.25000000      0.83509110
     16.35000000      0.81224838
     16.45000000      0.79251279
     16.55000000      0.77688524
     16.65000000      0.76478586
     16.75000000      0.75562855
     16.85000000      0.74841199
     16.95000000      0.74024172
     17.05000000      0.72859146
     17.15000000      0.71349324
     17.25000000      0.69500152
     17.35000000      0.67273306
     17.45000000      0.64932166
     17.55000000      0.62766993
     17.65000000      0.60848188
     17.75000000      0.58998950
     17.85000000      0.57469763
     17.95000000      0.56170412
     18.05000000      0.54932262
     18.15000000      0.53604121
     18.25000000      0.52391849
     18.35000000      0.51201372
     18.45000000      0.49956050
     18.55000000      0.48673733
     18.65000000      0.47385748
     18.75000000      0.46093640
     18.85000000      0.44698505
     18.95000000      0.43288752
     19.05000000      0.41882105
     19.15000000      0.40472248
     19.25000000      0.39064835
     19.35000000      0.37647253
     19.45000000      0.36244936
     19.55000000      0.34792274
     19.65000000      0.33392261
     19.75000000      0.32028796
     19.85000000      0.30702598
     19.95000000      0.29404800
