   9.6000000e-01   1.4182389e+00
   9.6304304e-01   1.2710746e+00
   9.6608609e-01   1.1315988e+00
   9.6912913e-01   9.9944073e-01
   9.7217217e-01   8.7424795e-01
   9.7521522e-01   7.5568498e-01
   9.7825826e-01   6.4343264e-01
   9.8130130e-01   5.3718725e-01
   9.8434434e-01   4.3665980e-01
   9.8738739e-01   3.4157523e-01
   9.9043043e-01   2.5167173e-01
   9.9347347e-01   1.6670011e-01
   9.9651652e-01   8.6423121e-02
   9.9955956e-01   1.0614905e-02
   1.0026026e+00  -6.0939589e-02
   1.0056456e+00  -1.2844513e-01
   1.0086887e+00  -1.9209672e-01
   1.0117317e+00  -2.5208006e-01
   1.0147748e+00  -3.0857202e-01
   1.0178178e+00  -3.6174107e-01
   1.0208609e+00  -4.1174767e-01
   1.0239039e+00  -4.5874469e-01
   1.0269469e+00  -5.0287777e-01
   1.0299900e+00  -5.4428565e-01
   1.0330330e+00  -5.8310052e-01
   1.0360761e+00  -6.1944835e-01
   1.0391191e+00  -6.5344917e-01
   1.0421622e+00  -6.8521735e-01
   1.0452052e+00  -7.1486191e-01
   1.0482482e+00  -7.4248672e-01
   1.0512913e+00  -7.6819080e-01
   1.0543343e+00  -7.9206851e-01
   1.0573774e+00  -8.1420981e-01
   1.0604204e+00  -8.3470044e-01
   1.0634635e+00  -8.5362211e-01
   1.0665065e+00  -8.7105275e-01
   1.0695495e+00  -8.8706661e-01
   1.0725926e+00  -9.0173452e-01
   1.0756356e+00  -9.1512395e-01
   1.0786787e+00  -9.2729926e-01
   1.0817217e+00  -9.3832181e-01
   1.0847648e+00  -9.4825008e-01
   1.0878078e+00  -9.5713984e-01
   1.0908509e+00  -9.6504426e-01
   1.0938939e+00  -9.7201402e-01
   1.0969369e+00  -9.7809745e-01
   1.0999800e+00  -9.8334064e-01
   1.1030230e+00  -9.8778751e-01
   1.1060661e+00  -9.9147994e-01
   1.1091091e+00  -9.9445788e-01
   1.1121522e+00  -9.9675938e-01
   1.1151952e+00  -9.9842075e-01
   1.1182382e+00  -9.9947658e-01
   1.1212813e+00  -9.9995987e-01
   1.1243243e+00  -9.9990205e-01
   1.1273674e+00  -9.9933310e-01
   1.1304104e+00  -9.9828159e-01
   1.1334535e+00  -9.9677476e-01
   1.1364965e+00  -9.9483857e-01
   1.1395395e+00  -9.9249774e-01
   1.1425826e+00  -9.8977587e-01
   1.1456256e+00  -9.8669541e-01
   1.1486687e+00  -9.8327778e-01
   1.1517117e+00  -9.7954337e-01
   1.1547548e+00  -9.7551161e-01
   1.1577978e+00  -9.7120103e-01
   1.1608408e+00  -9.6662925e-01
   1.1638839e+00  -9.6181308e-01
   1.1669269e+00  -9.5676850e-01
   1.1699700e+00  -9.5151076e-01
   1.1730130e+00  -9.4605435e-01
   1.1760561e+00  -9.4041308e-01
   1.1790991e+00  -9.3460010e-01
   1.1821421e+00  -9.2862791e-01
   1.1851852e+00  -9.2250841e-01
   1.1882282e+00  -9.1625294e-01
   1.1912713e+00  -9.0987227e-01
   1.1943143e+00  -9.0337663e-01
   1.1973574e+00  -8.9677577e-01
   1.2004004e+00  -8.9007896e-01
   1.2034434e+00  -8.8329500e-01
   1.2064865e+00  -8.7643226e-01
   1.2095295e+00  -8.6949868e-01
   1.2125726e+00  -8.6250181e-01
   1.2156156e+00  -8.5544883e-01
   1.2186587e+00  -8.4834653e-01
   1.2217017e+00  -8.4120138e-01
   1.2247447e+00  -8.3401950e-01
   1.2277878e+00  -8.2680671e-01
   1.2308308e+00  -8.1956850e-01
   1.2338739e+00  -8.1231010e-01
   1.2369169e+00  -8.0503646e-01
   1.2399600e+00  -7.9775226e-01
   1.2430030e+00  -7.9046193e-01
   1.2460460e+00  -7.8316966e-01
   1.2490891e+00  -7.7587941e-01
   1.2521321e+00  -7.6859494e-01
   1.2551752e+00  -7.6131978e-01
   1.2582182e+00  -7.5405727e-01
   1.2612613e+00  -7.4681056e-01
   1.2643043e+00  -7.3958262e-01
   1.2673473e+00  -7.3237626e-01
   1.2703904e+00  -7.2519410e-01
   1.2734334e+00  -7.1803862e-01
   1.2764765e+00  -7.1091215e-01
   1.2795195e+00  -7.0381687e-01
   1.2825626e+00  -6.9675483e-01
   1.2856056e+00  -6.8972796e-01
   1.2886486e+00  -6.8273805e-01
   1.2916917e+00  -6.7578677e-01
   1.2947347e+00  -6.6887570e-01
