3.15 0.0293987648147 1 1
3.25 0.132313093582 1 1
3.35 0.333768299496 1 1
3.45 0.62804731784 1 1
3.55 0.984358198147 1 1
3.65 1.40451130783 1 1
3.75 1.87894146789 1 1
3.85 2.41372994511 1 1
3.95 3.0072286175 1 1
4.05 3.65037347847 1 1
4.15 4.32297187366 1 1
4.25 4.95421443976 1 1
4.35 5.50330906978 1 1
4.45 5.94366114265 1 1
4.55 6.26449886653 1 1
4.65 6.48051440185 1 1
4.75 6.60946926316 1 1
4.85 6.65324578872 1 1
4.95 6.56565411747 1 1
5.05 6.3493111689 1 1
5.15 6.03719156218 1 1
5.25 5.65441169747 1 1
5.35 5.23093894156 1 1
5.45 4.7766577869 1 1
5.55 4.33390065317 1 1
5.65 3.92298173565 1 1
5.75 3.55458346874 1 1
5.85 3.2146927255 1 1
5.95 2.90226837082 1 1
6.05 2.6261090817 1 1
6.15 2.38326148308 1 1
6.25 2.16147724887 1 1
6.35 1.96558160924 1 1
6.45 1.80463915083 1 1
6.55 1.66965306886 1 1
6.65 1.55890140366 1 1
6.75 1.46500512773 1 1
6.85 1.38968164549 1 1
6.95 1.33440515634 1 1
7.05 1.29771708376 1 1
7.15 1.27294325445 1 1
7.25 1.25664328617 1 1
7.35 1.25587407262 1 1
7.45 1.26492697856 1 1
7.55 1.28659657175 1 1
7.65 1.32200364374 1 1
7.75 1.36779763591 1 1
7.85 1.41794816333 1 1
7.95 1.46871093295 1 1
8.05 1.52722665158 1 1
8.15 1.59138952697 1 1
8.25 1.65549223205 1 1
8.35 1.71936534903 1 1
8.45 1.78020686751 1 1
8.55 1.83402900291 1 1
8.65 1.88038839965 1 1
8.75 1.92215415201 1 1
8.85 1.95227195688 1 1
8.95 1.97236777045 1 1
9.05 1.98113703522 1 1
9.15 1.98219927949 1 1
9.25 1.97397718331 1 1
9.35 1.95657982964 1 1
9.45 1.9285073222 1 1
9.55 1.89243361315 1 1
9.65 1.84985715829 1 1
9.75 1.79687037797 1 1
9.85 1.74124858509 1 1
9.95 1.68548529869 1 1
10.05 1.62862041823 1 1
10.15 1.56593455127 1 1
10.25 1.50594825975 1 1
10.35 1.44675396184 1 1
10.45 1.3919916392 1 1
10.55 1.333088074 1 1
10.65 1.27957287997 1 1
10.75 1.22843419607 1 1
10.85 1.18537088705 1 1
10.95 1.14456115088 1 1
11.05 1.10912522253 1 1
11.15 1.07674700022 1 1
11.25 1.05053416193 1 1
11.35 1.03067856135 1 1
11.45 1.0149268435 1 1
11.55 1.00082694251 1 1
11.65 0.992094582397 1 1
11.75 0.990723019742 1 1
11.85 0.995698893163 1 1
11.95 1.00409952303 1 1
12.05 1.01512067462 1 1
12.15 1.03012678976 1 1
12.25 1.04936102617 1 1
12.35 1.07193527136 1 1
12.45 1.09452094981 1 1
12.55 1.11782036361 1 1
12.65 1.14420673969 1 1
12.75 1.17466245236 1 1
12.85 1.20699831441 1 1
12.95 1.24187866531 1 1
13.05 1.28457902869 1 1
13.15 1.32765332529 1 1
13.25 1.37056681671 1 1
13.35 1.40665307979 1 1
13.45 1.43875495179 1 1
13.55 1.45924318018 1 1
13.65 1.47158620687 1 1
13.75 1.47609778031 1 1
13.85 1.47835043966 1 1
13.95 1.48031418491 1 1
14.05 1.48501736415 1 1
14.15 1.49691288408 1 1
14.25 1.51349590438 1 1
14.35 1.53095616645 1 1
14.45 1.5520956868 1 1
14.55 1.57212966164 1 1
14.65 1.58621678248 1 1
14.75 1.58917506131 1 1
14.85 1.59915605929 1 1
14.95 1.64516713338 1 1
15.05 1.75332920136 1 1
15.15 1.86857725096 1 1
15.25 1.87306790242 1 1
15.35 1.72584832382 1 1
15.45 1.52758980968 1 1
15.55 1.39820534698 1 1
15.65 1.34981177662 1 1
15.75 1.33712881433 1 1
15.85 1.32926094382 1 1
15.95 1.31922565716 1 1
16.05 1.30461519045 1 1
16.15 1.28728468693 1 1
16.25 1.26986395711 1 1
16.35 1.25658366584 1 1
16.45 1.24369298996 1 1
16.55 1.23586344994 1 1
16.65 1.22999623135 1 1
16.75 1.22789123684 1 1
16.85 1.22353664983 1 1
16.95 1.22043094856 1 1
17.05 1.21616777497 1 1
17.15 1.20959556762 1 1
17.25 1.19985502044 1 1
17.35 1.18824763976 1 1
17.45 1.17714793882 1 1
17.55 1.1679507954 1 1
17.65 1.15922307886 1 1
17.75 1.15197251713 1 1
17.85 1.14737419924 1 1
17.95 1.14500983652 1 1
18.05 1.14230385774 1 1
18.15 1.13767032211 1 1
18.25 1.13069001793 1 1
18.35 1.11950884337 1 1
18.45 1.1052877004 1 1
18.55 1.08909279187 1 1
18.65 1.07079096811 1 1
18.75 1.05182278609 1 1
18.85 1.03329197364 1 1
18.95 1.01819666369 1 1
19.05 0.999624681778 1 1
19.15 0.967935490832 1 1
19.25 0.920632415537 1 1
19.35 0.870503978108 1 1
19.45 0.827764177015 1 1
19.55 0.792632057931 1 1
19.65 0.761209739798 1 1
19.75 0.732363991681 1 1
19.85 0.706341307502 1 1
19.95 0.683753655821 1 1
